run_id,dataset,source,trial_id,started_at,finished_at,duration_s,hostname,device,cuda_name,so_lop_gcn,kich_thuoc_an,kich_thuoc_ra,dropout_decoder,toc_do_hoc,weight_decay,grad_clip,label_smoothing,lambda_rank,margin_rank,pos_weight,factor_lr,patience_lr,min_lr,so_epoch,so_fold,ti_le_am,patience,bat_chuan_hoa,ghep_nhieu_feature,seed,auc_mean,auc_std,aupr_mean,aupr_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std,is_best_ever,improved_from
C-dataset_manual_20260523_140109_7714,C-dataset,manual,,2026-05-23 14:01:09,2026-05-23 14:12:32,682.58,GIAPHU,auto,,4,512,256,0.2,0.0003,5e-05,1.0,0.05,0.25,0.3,1.0,0.65,10,1e-06,2000,10,1.0,150,True,True,42,0.9437637241985067,0.00930632011603941,0.9535018921346019,0.006476629855551574,0.8798019801980198,0.008858174341581948,0.9287880910327081,0.013571576671447715,0.8229547023025283,0.01863679242540416,0.872489029704872,0.010239070968459853,0.7648042883629718,0.017154855707219484,True,0.0
