run_id,dataset,source,trial_id,started_at,finished_at,duration_s,hostname,device,cuda_name,so_lop_gcn,kich_thuoc_an,kich_thuoc_ra,dropout_decoder,toc_do_hoc,weight_decay,grad_clip,label_smoothing,lambda_rank,margin_rank,pos_weight,factor_lr,patience_lr,min_lr,so_epoch,so_fold,ti_le_am,patience,bat_chuan_hoa,ghep_nhieu_feature,seed,auc_mean,auc_std,aupr_mean,aupr_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std,is_best_ever,improved_from
F-dataset_manual_20260523_134923_2747,F-dataset,manual,,2026-05-23 13:49:23,2026-05-23 13:59:33,609.91,GIAPHU,auto,,4,512,256,0.2,0.0003,5e-05,1.0,0.05,0.25,0.3,1.0,0.65,10,1e-06,2000,10,1.0,150,True,True,42,0.9289948824104423,0.012773200314830742,0.9420819138610816,0.010998271060755667,0.8638069705093834,0.016709198773934227,0.9118339781515094,0.0322000454381222,0.8069978724627681,0.02818195956243213,0.8555866664632645,0.01760397453940217,0.7333615829540071,0.034176933313916524,True,0.0
